"Rec..","Date","Time","Temperature.degC.","Pressure.psi.","day","month","year","DOY"
2913,2023-03-18,"14:38:20",4.56,0.18,18,3,2023,77
2914,2023-03-18,"14:43:20",4.56,0.179,18,3,2023,77
2915,2023-03-18,"14:48:20",4.56,0.18,18,3,2023,77
2916,2023-03-18,"14:53:20",4.56,0.18,18,3,2023,77
2917,2023-03-18,"14:58:20",4.56,0.18,18,3,2023,77
2918,2023-03-18,"15:03:20",4.56,0.18,18,3,2023,77
2919,2023-03-18,"15:08:20",4.56,0.18,18,3,2023,77
2920,2023-03-18,"15:13:20",4.56,0.18,18,3,2023,77
2921,2023-03-18,"15:18:20",4.56,0.179,18,3,2023,77
2922,2023-03-18,"15:23:20",4.56,0.18,18,3,2023,77
2923,2023-03-18,"15:28:20",4.56,0.18,18,3,2023,77
2924,2023-03-18,"15:33:20",4.56,0.18,18,3,2023,77
2925,2023-03-18,"15:38:20",4.56,0.18,18,3,2023,77
2926,2023-03-18,"15:43:20",4.56,0.18,18,3,2023,77
2927,2023-03-18,"15:48:20",4.5,0.18,18,3,2023,77
2928,2023-03-18,"15:53:20",4.56,0.181,18,3,2023,77
2929,2023-03-18,"15:58:20",4.5,0.18,18,3,2023,77
2930,2023-03-18,"16:03:20",4.56,0.18,18,3,2023,77
2931,2023-03-18,"16:08:20",4.56,0.18,18,3,2023,77
2932,2023-03-18,"16:13:20",4.5,0.181,18,3,2023,77
2933,2023-03-18,"16:18:20",4.5,0.18,18,3,2023,77
2934,2023-03-18,"16:23:20",4.5,0.181,18,3,2023,77
2935,2023-03-18,"16:28:20",4.5,0.18,18,3,2023,77
2936,2023-03-18,"16:33:20",4.5,0.181,18,3,2023,77
2937,2023-03-18,"16:38:20",4.5,0.18,18,3,2023,77
2938,2023-03-18,"16:43:20",4.5,0.18,18,3,2023,77
2939,2023-03-18,"16:48:20",4.5,0.181,18,3,2023,77
2940,2023-03-18,"16:53:20",4.5,0.18,18,3,2023,77
2941,2023-03-18,"16:58:20",4.5,0.181,18,3,2023,77
2942,2023-03-18,"17:03:20",4.5,0.181,18,3,2023,77
2943,2023-03-18,"17:08:20",4.5,0.18,18,3,2023,77
2944,2023-03-18,"17:13:20",4.44,0.181,18,3,2023,77
2945,2023-03-18,"17:18:20",4.5,0.181,18,3,2023,77
2946,2023-03-18,"17:23:20",4.5,0.18,18,3,2023,77
2947,2023-03-18,"17:28:20",4.44,0.181,18,3,2023,77
2948,2023-03-18,"17:33:20",4.44,0.181,18,3,2023,77
2949,2023-03-18,"17:38:20",4.44,0.181,18,3,2023,77
2950,2023-03-18,"17:43:20",4.44,0.181,18,3,2023,77
2951,2023-03-18,"17:48:20",4.44,0.181,18,3,2023,77
2952,2023-03-18,"17:53:20",4.38,0.181,18,3,2023,77
2953,2023-03-18,"17:58:20",4.44,0.181,18,3,2023,77
2954,2023-03-18,"18:03:20",4.38,0.181,18,3,2023,77
2955,2023-03-18,"18:08:20",4.38,0.181,18,3,2023,77
2956,2023-03-18,"18:13:20",4.38,0.182,18,3,2023,77
2957,2023-03-18,"18:18:20",4.38,0.182,18,3,2023,77
2958,2023-03-18,"18:23:20",4.38,0.181,18,3,2023,77
2959,2023-03-18,"18:28:20",4.38,0.181,18,3,2023,77
2960,2023-03-18,"18:33:20",4.38,0.181,18,3,2023,77
2961,2023-03-18,"18:38:20",4.38,0.182,18,3,2023,77
2962,2023-03-18,"18:43:20",4.38,0.182,18,3,2023,77
2963,2023-03-18,"18:48:20",4.38,0.181,18,3,2023,77
2964,2023-03-18,"18:53:20",4.31,0.182,18,3,2023,77
2965,2023-03-18,"18:58:20",4.31,0.181,18,3,2023,77
2966,2023-03-18,"19:03:20",4.31,0.182,18,3,2023,77
2967,2023-03-18,"19:08:20",4.31,0.182,18,3,2023,77
2968,2023-03-18,"19:13:20",4.31,0.182,18,3,2023,77
2969,2023-03-18,"19:18:20",4.31,0.181,18,3,2023,77
2970,2023-03-18,"19:23:20",4.31,0.181,18,3,2023,77
2971,2023-03-18,"19:28:20",4.31,0.182,18,3,2023,77
2972,2023-03-18,"19:33:20",4.25,0.182,18,3,2023,77
2973,2023-03-18,"19:38:20",4.31,0.182,18,3,2023,77
2974,2023-03-18,"19:43:20",4.25,0.182,18,3,2023,77
2975,2023-03-18,"19:48:20",4.25,0.182,18,3,2023,77
2976,2023-03-18,"19:53:20",4.25,0.182,18,3,2023,77
2977,2023-03-18,"19:58:20",4.25,0.182,18,3,2023,77
2978,2023-03-18,"20:03:20",4.25,0.182,18,3,2023,77
2979,2023-03-18,"20:08:20",4.25,0.182,18,3,2023,77
2980,2023-03-18,"20:13:20",4.25,0.182,18,3,2023,77
2981,2023-03-18,"20:18:20",4.25,0.183,18,3,2023,77
2982,2023-03-18,"20:23:20",4.25,0.182,18,3,2023,77
2983,2023-03-18,"20:28:20",4.25,0.182,18,3,2023,77
2984,2023-03-18,"20:33:20",4.25,0.183,18,3,2023,77
2985,2023-03-18,"20:38:20",4.19,0.183,18,3,2023,77
2986,2023-03-18,"20:43:20",4.25,0.182,18,3,2023,77
2987,2023-03-18,"20:48:20",4.19,0.183,18,3,2023,77
2988,2023-03-18,"20:53:20",4.25,0.183,18,3,2023,77
2989,2023-03-18,"20:58:20",4.25,0.182,18,3,2023,77
2990,2023-03-18,"21:03:20",4.19,0.183,18,3,2023,77
2991,2023-03-18,"21:08:20",4.25,0.183,18,3,2023,77
2992,2023-03-18,"21:13:20",4.25,0.183,18,3,2023,77
2993,2023-03-18,"21:18:20",4.19,0.183,18,3,2023,77
2994,2023-03-18,"21:23:20",4.19,0.183,18,3,2023,77
2995,2023-03-18,"21:28:20",4.25,0.183,18,3,2023,77
2996,2023-03-18,"21:33:20",4.19,0.183,18,3,2023,77
2997,2023-03-18,"21:38:20",4.19,0.182,18,3,2023,77
2998,2023-03-18,"21:43:20",4.25,0.183,18,3,2023,77
2999,2023-03-18,"21:48:20",4.25,0.183,18,3,2023,77
3000,2023-03-18,"21:53:20",4.25,0.183,18,3,2023,77
3001,2023-03-18,"21:58:20",4.25,0.183,18,3,2023,77
3002,2023-03-18,"22:03:20",4.25,0.183,18,3,2023,77
3003,2023-03-18,"22:08:20",4.19,0.182,18,3,2023,77
3004,2023-03-18,"22:13:20",4.19,0.184,18,3,2023,77
3005,2023-03-18,"22:18:20",4.19,0.183,18,3,2023,77
3006,2023-03-18,"22:23:20",4.19,0.183,18,3,2023,77
3007,2023-03-18,"22:28:20",4.19,0.184,18,3,2023,77
3008,2023-03-18,"22:33:20",4.19,0.183,18,3,2023,77
3009,2023-03-18,"22:38:20",4.19,0.184,18,3,2023,77
3010,2023-03-18,"22:43:20",4.25,0.183,18,3,2023,77
3011,2023-03-18,"22:48:20",4.19,0.183,18,3,2023,77
3012,2023-03-18,"22:53:20",4.19,0.183,18,3,2023,77
3013,2023-03-18,"22:58:20",4.19,0.183,18,3,2023,77
3014,2023-03-18,"23:03:20",4.19,0.183,18,3,2023,77
3015,2023-03-18,"23:08:20",4.19,0.183,18,3,2023,77
3016,2023-03-18,"23:13:20",4.19,0.184,18,3,2023,77
3017,2023-03-18,"23:18:20",4.25,0.184,18,3,2023,77
3018,2023-03-18,"23:23:20",4.19,0.183,18,3,2023,77
3019,2023-03-18,"23:28:20",4.25,0.184,18,3,2023,77
3020,2023-03-18,"23:33:20",4.19,0.183,18,3,2023,77
3021,2023-03-18,"23:38:20",4.25,0.184,18,3,2023,77
3022,2023-03-18,"23:43:20",4.19,0.183,18,3,2023,77
3023,2023-03-18,"23:48:20",4.25,0.184,18,3,2023,77
3024,2023-03-18,"23:53:20",4.25,0.184,18,3,2023,77
3025,2023-03-18,"23:58:20",4.19,0.184,18,3,2023,77
3026,2023-03-19,"0:03:20",4.19,0.184,19,3,2023,78
3027,2023-03-19,"0:08:20",4.19,0.184,19,3,2023,78
3028,2023-03-19,"0:13:20",4.25,0.184,19,3,2023,78
3029,2023-03-19,"0:18:20",4.25,0.184,19,3,2023,78
3030,2023-03-19,"0:23:20",4.25,0.184,19,3,2023,78
3031,2023-03-19,"0:28:20",4.19,0.184,19,3,2023,78
3032,2023-03-19,"0:33:20",4.25,0.185,19,3,2023,78
3033,2023-03-19,"0:38:20",4.19,0.185,19,3,2023,78
3034,2023-03-19,"0:43:20",4.19,0.184,19,3,2023,78
3035,2023-03-19,"0:48:20",4.19,0.185,19,3,2023,78
3036,2023-03-19,"0:53:20",4.19,0.185,19,3,2023,78
3037,2023-03-19,"0:58:20",4.19,0.184,19,3,2023,78
3038,2023-03-19,"1:03:20",4.25,0.185,19,3,2023,78
3039,2023-03-19,"1:08:20",4.25,0.184,19,3,2023,78
3040,2023-03-19,"1:13:20",4.19,0.185,19,3,2023,78
3041,2023-03-19,"1:18:20",4.25,0.185,19,3,2023,78
3042,2023-03-19,"1:23:20",4.19,0.184,19,3,2023,78
3043,2023-03-19,"1:28:20",4.19,0.185,19,3,2023,78
3044,2023-03-19,"1:33:20",4.25,0.185,19,3,2023,78
3045,2023-03-19,"1:38:20",4.19,0.185,19,3,2023,78
3046,2023-03-19,"1:43:20",4.19,0.185,19,3,2023,78
3047,2023-03-19,"1:48:20",4.19,0.185,19,3,2023,78
3048,2023-03-19,"1:53:20",4.19,0.185,19,3,2023,78
3049,2023-03-19,"1:58:20",4.19,0.185,19,3,2023,78
3050,2023-03-19,"2:03:20",4.25,0.185,19,3,2023,78
3051,2023-03-19,"2:08:20",4.19,0.185,19,3,2023,78
3052,2023-03-19,"2:13:20",4.19,0.185,19,3,2023,78
3053,2023-03-19,"2:18:20",4.19,0.186,19,3,2023,78
3054,2023-03-19,"2:23:20",4.19,0.186,19,3,2023,78
3055,2023-03-19,"2:28:20",4.19,0.185,19,3,2023,78
3056,2023-03-19,"2:33:20",4.19,0.186,19,3,2023,78
3057,2023-03-19,"2:38:20",4.19,0.185,19,3,2023,78
3058,2023-03-19,"2:43:20",4.19,0.185,19,3,2023,78
3059,2023-03-19,"2:48:20",4.19,0.186,19,3,2023,78
3060,2023-03-19,"2:53:20",4.19,0.186,19,3,2023,78
3061,2023-03-19,"2:58:20",4.19,0.185,19,3,2023,78
3062,2023-03-19,"3:03:20",4.19,0.185,19,3,2023,78
3063,2023-03-19,"3:08:20",4.19,0.185,19,3,2023,78
3064,2023-03-19,"3:13:20",4.19,0.185,19,3,2023,78
3065,2023-03-19,"3:18:20",4.19,0.186,19,3,2023,78
3066,2023-03-19,"3:23:20",4.19,0.185,19,3,2023,78
3067,2023-03-19,"3:28:20",4.19,0.186,19,3,2023,78
3068,2023-03-19,"3:33:20",4.19,0.186,19,3,2023,78
3069,2023-03-19,"3:38:20",4.19,0.186,19,3,2023,78
3070,2023-03-19,"3:43:20",4.19,0.187,19,3,2023,78
3071,2023-03-19,"3:48:20",4.19,0.186,19,3,2023,78
3072,2023-03-19,"3:53:20",4.19,0.186,19,3,2023,78
3073,2023-03-19,"3:58:20",4.19,0.186,19,3,2023,78
3074,2023-03-19,"4:03:20",4.19,0.186,19,3,2023,78
3075,2023-03-19,"4:08:20",4.19,0.186,19,3,2023,78
3076,2023-03-19,"4:13:20",4.19,0.186,19,3,2023,78
3077,2023-03-19,"4:18:20",4.19,0.186,19,3,2023,78
3078,2023-03-19,"4:23:20",4.19,0.187,19,3,2023,78
3079,2023-03-19,"4:28:20",4.19,0.186,19,3,2023,78
3080,2023-03-19,"4:33:20",4.19,0.186,19,3,2023,78
3081,2023-03-19,"4:38:20",4.19,0.186,19,3,2023,78
3082,2023-03-19,"4:43:20",4.19,0.186,19,3,2023,78
3083,2023-03-19,"4:48:20",4.19,0.186,19,3,2023,78
3084,2023-03-19,"4:53:20",4.19,0.187,19,3,2023,78
3085,2023-03-19,"4:58:20",4.19,0.187,19,3,2023,78
3086,2023-03-19,"5:03:20",4.19,0.186,19,3,2023,78
3087,2023-03-19,"5:08:20",4.19,0.187,19,3,2023,78
3088,2023-03-19,"5:13:20",4.19,0.187,19,3,2023,78
3089,2023-03-19,"5:18:20",4.19,0.187,19,3,2023,78
3090,2023-03-19,"5:23:20",4.19,0.187,19,3,2023,78
3091,2023-03-19,"5:28:20",4.19,0.186,19,3,2023,78
3092,2023-03-19,"5:33:20",4.19,0.187,19,3,2023,78
3093,2023-03-19,"5:38:20",4.19,0.186,19,3,2023,78
3094,2023-03-19,"5:43:20",4.19,0.187,19,3,2023,78
3095,2023-03-19,"5:48:20",4.13,0.187,19,3,2023,78
3096,2023-03-19,"5:53:20",4.19,0.186,19,3,2023,78
3097,2023-03-19,"5:58:20",4.13,0.186,19,3,2023,78
3098,2023-03-19,"6:03:20",4.13,0.187,19,3,2023,78
3099,2023-03-19,"6:08:20",4.13,0.186,19,3,2023,78
3100,2023-03-19,"6:13:20",4.19,0.187,19,3,2023,78
3101,2023-03-19,"6:18:20",4.13,0.187,19,3,2023,78
3102,2023-03-19,"6:23:20",4.19,0.187,19,3,2023,78
3103,2023-03-19,"6:28:20",4.13,0.187,19,3,2023,78
3104,2023-03-19,"6:33:20",4.19,0.187,19,3,2023,78
3105,2023-03-19,"6:38:20",4.19,0.186,19,3,2023,78
3106,2023-03-19,"6:43:20",4.19,0.187,19,3,2023,78
3107,2023-03-19,"6:48:20",4.19,0.187,19,3,2023,78
3108,2023-03-19,"6:53:20",4.19,0.187,19,3,2023,78
3109,2023-03-19,"6:58:20",4.13,0.187,19,3,2023,78
3110,2023-03-19,"7:03:20",4.19,0.187,19,3,2023,78
3111,2023-03-19,"7:08:20",4.19,0.186,19,3,2023,78
3112,2023-03-19,"7:13:20",4.19,0.186,19,3,2023,78
3113,2023-03-19,"7:18:20",4.19,0.187,19,3,2023,78
3114,2023-03-19,"7:23:20",4.19,0.187,19,3,2023,78
3115,2023-03-19,"7:28:20",4.19,0.186,19,3,2023,78
3116,2023-03-19,"7:33:20",4.19,0.186,19,3,2023,78
3117,2023-03-19,"7:38:20",4.19,0.187,19,3,2023,78
3118,2023-03-19,"7:43:20",4.19,0.187,19,3,2023,78
3119,2023-03-19,"7:48:20",4.19,0.187,19,3,2023,78
3120,2023-03-19,"7:53:20",4.19,0.187,19,3,2023,78
3121,2023-03-19,"7:58:20",4.25,0.187,19,3,2023,78
3122,2023-03-19,"8:03:20",4.25,0.187,19,3,2023,78
3123,2023-03-19,"8:08:20",4.25,0.187,19,3,2023,78
3124,2023-03-19,"8:13:20",4.25,0.187,19,3,2023,78
3125,2023-03-19,"8:18:20",4.25,0.188,19,3,2023,78
3126,2023-03-19,"8:23:20",4.25,0.187,19,3,2023,78
3127,2023-03-19,"8:28:20",4.25,0.187,19,3,2023,78
3128,2023-03-19,"8:33:20",4.25,0.187,19,3,2023,78
3129,2023-03-19,"8:38:20",4.25,0.187,19,3,2023,78
3130,2023-03-19,"8:43:20",4.25,0.187,19,3,2023,78
3131,2023-03-19,"8:48:20",4.31,0.187,19,3,2023,78
3132,2023-03-19,"8:53:20",4.31,0.187,19,3,2023,78
3133,2023-03-19,"8:58:20",4.31,0.187,19,3,2023,78
3134,2023-03-19,"9:03:20",4.31,0.187,19,3,2023,78
3135,2023-03-19,"9:08:20",4.31,0.188,19,3,2023,78
3136,2023-03-19,"9:13:20",4.31,0.187,19,3,2023,78
3137,2023-03-19,"9:18:20",4.38,0.188,19,3,2023,78
3138,2023-03-19,"9:23:20",4.38,0.187,19,3,2023,78
3139,2023-03-19,"9:28:20",4.38,0.187,19,3,2023,78
3140,2023-03-19,"9:33:20",4.38,0.188,19,3,2023,78
3141,2023-03-19,"9:38:20",4.38,0.188,19,3,2023,78
3142,2023-03-19,"9:43:20",4.44,0.187,19,3,2023,78
3143,2023-03-19,"9:48:20",4.44,0.187,19,3,2023,78
3144,2023-03-19,"9:53:20",4.44,0.188,19,3,2023,78
3145,2023-03-19,"9:58:20",4.44,0.187,19,3,2023,78
3146,2023-03-19,"10:03:20",4.5,0.188,19,3,2023,78
3147,2023-03-19,"10:08:20",4.5,0.187,19,3,2023,78
3148,2023-03-19,"10:13:20",4.5,0.188,19,3,2023,78
3149,2023-03-19,"10:18:20",4.5,0.187,19,3,2023,78
3150,2023-03-19,"10:23:20",4.5,0.188,19,3,2023,78
3151,2023-03-19,"10:28:20",4.5,0.188,19,3,2023,78
3152,2023-03-19,"10:33:20",4.5,0.188,19,3,2023,78
3153,2023-03-19,"10:38:20",4.5,0.188,19,3,2023,78
3154,2023-03-19,"10:43:20",4.5,0.188,19,3,2023,78
3155,2023-03-19,"10:48:20",4.56,0.188,19,3,2023,78
3156,2023-03-19,"10:53:20",4.56,0.188,19,3,2023,78
3157,2023-03-19,"10:58:20",4.56,0.188,19,3,2023,78
3158,2023-03-19,"11:03:20",4.56,0.188,19,3,2023,78
3159,2023-03-19,"11:08:20",4.56,0.189,19,3,2023,78
3160,2023-03-19,"11:13:20",4.56,0.189,19,3,2023,78
3161,2023-03-19,"11:18:20",4.56,0.189,19,3,2023,78
3162,2023-03-19,"11:23:20",4.56,0.188,19,3,2023,78
3163,2023-03-19,"11:28:20",4.63,0.189,19,3,2023,78
3164,2023-03-19,"11:33:20",4.63,0.189,19,3,2023,78
3165,2023-03-19,"11:38:20",4.63,0.188,19,3,2023,78
3166,2023-03-19,"11:43:20",4.63,0.189,19,3,2023,78
3167,2023-03-19,"11:48:20",4.69,0.189,19,3,2023,78
3168,2023-03-19,"11:53:20",4.69,0.188,19,3,2023,78
3169,2023-03-19,"11:58:20",4.69,0.188,19,3,2023,78
3170,2023-03-19,"12:03:20",4.69,0.188,19,3,2023,78
3171,2023-03-19,"12:08:20",4.69,0.189,19,3,2023,78
3172,2023-03-19,"12:13:20",4.69,0.189,19,3,2023,78
3173,2023-03-19,"12:18:20",4.69,0.189,19,3,2023,78
3174,2023-03-19,"12:23:20",4.69,0.189,19,3,2023,78
3175,2023-03-19,"12:28:20",4.69,0.189,19,3,2023,78
3176,2023-03-19,"12:33:20",4.75,0.189,19,3,2023,78
3177,2023-03-19,"12:38:20",4.75,0.189,19,3,2023,78
3178,2023-03-19,"12:43:20",4.75,0.189,19,3,2023,78
3179,2023-03-19,"12:48:20",4.75,0.189,19,3,2023,78
3180,2023-03-19,"12:53:20",4.81,0.188,19,3,2023,78
3181,2023-03-19,"12:58:20",4.81,0.188,19,3,2023,78
3182,2023-03-19,"13:03:20",4.81,0.189,19,3,2023,78
3183,2023-03-19,"13:08:20",4.81,0.189,19,3,2023,78
3184,2023-03-19,"13:13:20",4.81,0.189,19,3,2023,78
3185,2023-03-19,"13:18:20",4.81,0.189,19,3,2023,78
3186,2023-03-19,"13:23:20",4.81,0.189,19,3,2023,78
3187,2023-03-19,"13:28:20",4.88,0.19,19,3,2023,78
3188,2023-03-19,"13:33:20",4.88,0.189,19,3,2023,78
3189,2023-03-19,"13:38:20",4.88,0.189,19,3,2023,78
3190,2023-03-19,"13:43:20",4.88,0.189,19,3,2023,78
3191,2023-03-19,"13:48:20",4.88,0.189,19,3,2023,78
3192,2023-03-19,"13:53:20",4.88,0.189,19,3,2023,78
3193,2023-03-19,"13:58:20",4.88,0.189,19,3,2023,78
3194,2023-03-19,"14:03:20",4.88,0.189,19,3,2023,78
3195,2023-03-19,"14:08:20",4.88,0.19,19,3,2023,78
3196,2023-03-19,"14:13:20",4.94,0.189,19,3,2023,78
3197,2023-03-19,"14:18:20",4.94,0.19,19,3,2023,78
3198,2023-03-19,"14:23:20",4.94,0.189,19,3,2023,78
3199,2023-03-19,"14:28:20",4.94,0.189,19,3,2023,78
3200,2023-03-19,"14:33:20",4.94,0.189,19,3,2023,78
3201,2023-03-19,"14:38:20",4.94,0.189,19,3,2023,78
3202,2023-03-19,"14:43:20",4.94,0.189,19,3,2023,78
3203,2023-03-19,"14:48:20",4.94,0.19,19,3,2023,78
3204,2023-03-19,"14:53:20",4.94,0.189,19,3,2023,78
3205,2023-03-19,"14:58:20",4.88,0.189,19,3,2023,78
3206,2023-03-19,"15:03:20",4.94,0.189,19,3,2023,78
3207,2023-03-19,"15:08:20",4.94,0.189,19,3,2023,78
3208,2023-03-19,"15:13:20",4.94,0.189,19,3,2023,78
3209,2023-03-19,"15:18:20",4.94,0.189,19,3,2023,78
3210,2023-03-19,"15:23:20",4.94,0.188,19,3,2023,78
3211,2023-03-19,"15:28:20",4.94,0.189,19,3,2023,78
3212,2023-03-19,"15:33:20",4.94,0.189,19,3,2023,78
3213,2023-03-19,"15:38:20",4.94,0.189,19,3,2023,78
3214,2023-03-19,"15:43:20",4.94,0.188,19,3,2023,78
3215,2023-03-19,"15:48:20",4.94,0.188,19,3,2023,78
3216,2023-03-19,"15:53:20",4.94,0.188,19,3,2023,78
3217,2023-03-19,"15:58:20",4.94,0.188,19,3,2023,78
3218,2023-03-19,"16:03:20",4.94,0.189,19,3,2023,78
3219,2023-03-19,"16:08:20",4.94,0.189,19,3,2023,78
3220,2023-03-19,"16:13:20",4.94,0.188,19,3,2023,78
3221,2023-03-19,"16:18:20",4.94,0.188,19,3,2023,78
3222,2023-03-19,"16:23:20",4.94,0.188,19,3,2023,78
3223,2023-03-19,"16:28:20",4.94,0.188,19,3,2023,78
3224,2023-03-19,"16:33:20",4.94,0.188,19,3,2023,78
3225,2023-03-19,"16:38:20",4.94,0.188,19,3,2023,78
3226,2023-03-19,"16:43:20",4.94,0.189,19,3,2023,78
3227,2023-03-19,"16:48:20",4.94,0.188,19,3,2023,78
3228,2023-03-19,"16:53:20",4.94,0.188,19,3,2023,78
3229,2023-03-19,"16:58:20",4.94,0.188,19,3,2023,78
3230,2023-03-19,"17:03:20",4.88,0.188,19,3,2023,78
3231,2023-03-19,"17:08:20",4.88,0.188,19,3,2023,78
3232,2023-03-19,"17:13:20",4.88,0.189,19,3,2023,78
3233,2023-03-19,"17:18:20",4.94,0.189,19,3,2023,78
3234,2023-03-19,"17:23:20",4.88,0.189,19,3,2023,78
3235,2023-03-19,"17:28:20",4.88,0.188,19,3,2023,78
3236,2023-03-19,"17:33:20",4.88,0.188,19,3,2023,78
3237,2023-03-19,"17:38:20",4.88,0.188,19,3,2023,78
3238,2023-03-19,"17:43:20",4.88,0.188,19,3,2023,78
3239,2023-03-19,"17:48:20",4.88,0.188,19,3,2023,78
3240,2023-03-19,"17:53:20",4.81,0.189,19,3,2023,78
3241,2023-03-19,"17:58:20",4.81,0.188,19,3,2023,78
3242,2023-03-19,"18:03:20",4.88,0.188,19,3,2023,78
3243,2023-03-19,"18:08:20",4.81,0.188,19,3,2023,78
3244,2023-03-19,"18:13:20",4.81,0.188,19,3,2023,78
3245,2023-03-19,"18:18:20",4.81,0.188,19,3,2023,78
3246,2023-03-19,"18:23:20",4.81,0.189,19,3,2023,78
3247,2023-03-19,"18:28:20",4.81,0.189,19,3,2023,78
3248,2023-03-19,"18:33:20",4.81,0.189,19,3,2023,78
3249,2023-03-19,"18:38:20",4.81,0.189,19,3,2023,78
3250,2023-03-19,"18:43:20",4.81,0.188,19,3,2023,78
3251,2023-03-19,"18:48:20",4.81,0.188,19,3,2023,78
3252,2023-03-19,"18:53:20",4.81,0.189,19,3,2023,78
3253,2023-03-19,"18:58:20",4.81,0.188,19,3,2023,78
3254,2023-03-19,"19:03:20",4.81,0.189,19,3,2023,78
3255,2023-03-19,"19:08:20",4.75,0.188,19,3,2023,78
3256,2023-03-19,"19:13:20",4.75,0.189,19,3,2023,78
3257,2023-03-19,"19:18:20",4.75,0.188,19,3,2023,78
3258,2023-03-19,"19:23:20",4.75,0.188,19,3,2023,78
3259,2023-03-19,"19:28:20",4.75,0.188,19,3,2023,78
3260,2023-03-19,"19:33:20",4.75,0.189,19,3,2023,78
3261,2023-03-19,"19:38:20",4.75,0.188,19,3,2023,78
3262,2023-03-19,"19:43:20",4.75,0.188,19,3,2023,78
3263,2023-03-19,"19:48:20",4.75,0.188,19,3,2023,78
3264,2023-03-19,"19:53:20",4.75,0.188,19,3,2023,78
3265,2023-03-19,"19:58:20",4.75,0.188,19,3,2023,78
3266,2023-03-19,"20:03:20",4.75,0.189,19,3,2023,78
3267,2023-03-19,"20:08:20",4.75,0.189,19,3,2023,78
3268,2023-03-19,"20:13:20",4.75,0.188,19,3,2023,78
3269,2023-03-19,"20:18:20",4.69,0.188,19,3,2023,78
3270,2023-03-19,"20:23:20",4.75,0.188,19,3,2023,78
3271,2023-03-19,"20:28:20",4.69,0.189,19,3,2023,78
3272,2023-03-19,"20:33:20",4.75,0.188,19,3,2023,78
3273,2023-03-19,"20:38:20",4.75,0.188,19,3,2023,78
3274,2023-03-19,"20:43:20",4.69,0.189,19,3,2023,78
3275,2023-03-19,"20:48:20",4.69,0.188,19,3,2023,78
3276,2023-03-19,"20:53:20",4.69,0.188,19,3,2023,78
3277,2023-03-19,"20:58:20",4.69,0.189,19,3,2023,78
3278,2023-03-19,"21:03:20",4.69,0.189,19,3,2023,78
3279,2023-03-19,"21:08:20",4.69,0.188,19,3,2023,78
3280,2023-03-19,"21:13:20",4.69,0.189,19,3,2023,78
3281,2023-03-19,"21:18:20",4.69,0.189,19,3,2023,78
3282,2023-03-19,"21:23:20",4.75,0.188,19,3,2023,78
3283,2023-03-19,"21:28:20",4.69,0.188,19,3,2023,78
3284,2023-03-19,"21:33:20",4.69,0.189,19,3,2023,78
3285,2023-03-19,"21:38:20",4.75,0.188,19,3,2023,78
3286,2023-03-19,"21:43:20",4.69,0.189,19,3,2023,78
3287,2023-03-19,"21:48:20",4.75,0.189,19,3,2023,78
3288,2023-03-19,"21:53:20",4.69,0.189,19,3,2023,78
3289,2023-03-19,"21:58:20",4.69,0.188,19,3,2023,78
3290,2023-03-19,"22:03:20",4.69,0.189,19,3,2023,78
3291,2023-03-19,"22:08:20",4.69,0.189,19,3,2023,78
3292,2023-03-19,"22:13:20",4.69,0.188,19,3,2023,78
3293,2023-03-19,"22:18:20",4.69,0.19,19,3,2023,78
3294,2023-03-19,"22:23:20",4.69,0.189,19,3,2023,78
3295,2023-03-19,"22:28:20",4.69,0.189,19,3,2023,78
3296,2023-03-19,"22:33:20",4.69,0.189,19,3,2023,78
3297,2023-03-19,"22:38:20",4.69,0.189,19,3,2023,78
3298,2023-03-19,"22:43:20",4.69,0.189,19,3,2023,78
3299,2023-03-19,"22:48:20",4.69,0.189,19,3,2023,78
3300,2023-03-19,"22:53:20",4.69,0.189,19,3,2023,78
3301,2023-03-19,"22:58:20",4.69,0.189,19,3,2023,78
3302,2023-03-19,"23:03:20",4.69,0.189,19,3,2023,78
3303,2023-03-19,"23:08:20",4.69,0.189,19,3,2023,78
3304,2023-03-19,"23:13:20",4.63,0.189,19,3,2023,78
3305,2023-03-19,"23:18:20",4.63,0.189,19,3,2023,78
3306,2023-03-19,"23:23:20",4.63,0.188,19,3,2023,78
3307,2023-03-19,"23:28:20",4.69,0.189,19,3,2023,78
3308,2023-03-19,"23:33:20",4.69,0.189,19,3,2023,78
3309,2023-03-19,"23:38:20",4.69,0.189,19,3,2023,78
3310,2023-03-19,"23:43:20",4.69,0.189,19,3,2023,78
3311,2023-03-19,"23:48:20",4.69,0.189,19,3,2023,78
3312,2023-03-19,"23:53:20",4.69,0.189,19,3,2023,78
3313,2023-03-19,"23:58:20",4.69,0.189,19,3,2023,78
3314,2023-03-20,"0:03:20",4.69,0.189,20,3,2023,79
3315,2023-03-20,"0:08:20",4.69,0.19,20,3,2023,79
3316,2023-03-20,"0:13:20",4.69,0.189,20,3,2023,79
3317,2023-03-20,"0:18:20",4.69,0.189,20,3,2023,79
3318,2023-03-20,"0:23:20",4.69,0.189,20,3,2023,79
3319,2023-03-20,"0:28:20",4.63,0.189,20,3,2023,79
3320,2023-03-20,"0:33:20",4.69,0.189,20,3,2023,79
3321,2023-03-20,"0:38:20",4.63,0.189,20,3,2023,79
3322,2023-03-20,"0:43:20",4.69,0.189,20,3,2023,79
